"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Number Missing","Total Dead and Missing","Number of survivors","Number of Female","Number of Male","Number of Children","Cause of death","Location Description","Information Source","Location","Information Reliability","Migrant Route","URL","UNSD Geographical Grouping"
"40339","Mediterranean","April 10, 2015","2015","Apr","2","","2","129","1","1","","Drowning","Unspecified location off the coast of Kafr el-Sheikh, Egypt","Global Post","31.106319800000, 30.941975100000","Partially verified","Central Mediterranean","http://bit.ly/1FEvuCG","Uncategorized"
"40901","Mediterranean","April 10, 2015","2015","Apr","1","","1","","","","","Unknown","Off the coast of Libya","Reuters","34.234500000000, 14.743700000000","Partially verified","Central Mediterranean","http://reut.rs/1CAcI9w","Uncategorized"
"40338","Caribbean","April 09, 2015","2015","Apr","21","19","40","12","6","11","","Drowning","Borgne, west of Cap-Haitien, Haiti","The Guardian","19.801748400000, -72.286630900000","Partially verified","","http://bit.ly/1Pu8tVV, http://www.bbc.com/news/world-latin-america-32243688","Caribbean"
"40578","Sub-Saharan Africa","April 08, 2015","2015","Apr","4","","4","","","","","Excessive Physical Abuse, Shot, Stabbed","Harare, Zimbabwe","Regional Mixed Migration Secretariat","-17.833191000000, 31.032288000000","Partially verified","","","Eastern Africa"
"40337","Mediterranean","April 06, 2015","2015","Apr","7","4","11","9","","","","Drowning","Aegean Sea Mugla Bozburun, Ye?ilova Gulf, Turkey, en route to Kos","APA news, Turkish Coast Guard Command ","37.466700000000, 26.966700000000","Partially verified","Eastern Mediterranean","http://bit.ly/1c7Atzj","Uncategorized"
"40900","US-Mexico Border","April 06, 2015","2015","Apr","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40336","Caribbean","April 03, 2015","2015","Apr","1","0","1","10","","1","","Drowning","Mona Island, Puerto Rico","Caribbean News Now","18.087567800000, -67.929463900000","Partially verified","","http://bit.ly/1Jngh7y","Caribbean"
"40576","Sub-Saharan Africa","April 02, 2015","2015","Apr","1","","1","","","","","Excessive Physical Abuse","In the sea, on the way to Tanzania","Regional Mixed Migration Secretariat","-6.744507000000, 39.314697000000","Partially verified","","","Eastern Africa"
"40723","Sub-Saharan Africa","April 02, 2015","2015","Apr","2","","2","","","","","Sickness and lack of access to medicines","Maputo, Mozambique","Regional Mixed Migration Secretariat","-25.899597000000, 32.609314000000","Partially verified","","","Eastern Africa"
"40296","North Africa","April 01, 2015","2015","Apr","1","","1","","","","","Dehydration","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40717","North Africa","April 01, 2015","2015","Apr","1","","1","","","","","Sickness and lack of access to medicines","Sahara Desert, between Agadez, Niger and Tripoli, Libya","MHub","19.075158000000, 8.024068000000","Partially verified","","","Northern Africa"
"40718","North Africa","April 01, 2015","2015","Apr","2","","2","","","","","Sickness and lack of access to medicines","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"41109","North Africa","April 01, 2015","2015","Apr","1","","1","","","","","Violence","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40563","Southeast Asia","March 31, 2015","2015","Mar","","130","130","","","","","Drowning","Bay of Bengal - departed from Myanmar, Rakhine State","Arakan Project","13.498141000000, 89.487406000000","Partially verified","","","South-eastern Asia"
"40651","Southeast Asia","March 31, 2015","2015","Mar","","243","243","","","","","Mixed","","UNHCR","11.139821600000, 107.976212600000","Verified","","http://www.unhcr.org/554c6a746.html","Eastern Asia"
"40899","US-Mexico Border","March 31, 2015","2015","Mar","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40820","North Africa","March 29, 2015","2015","Mar","4","","4","","","","","Starvation, Dehydration, Suffocation","In the Sahara Desert, Libya","Regional Mixed Migration Secretariat","28.949376800000, 17.285763500000","Partially verified","","","Northern Africa"
"40898","Central America","March 29, 2015","2015","Mar","1","","1","","","1","","Unknown","100 meters from the road to Matehuala, Mexico","Pulso","23.692761000000, -100.625276000000","Partially verified","","http://bit.ly/1GJ1mFg","Central America"
"40574","US-Mexico Border","March 26, 2015","2015","Mar","1","","1","","","1","","Excessive Physical Abuse","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"41095","US-Mexico Border","March 26, 2015","2015","Mar","1","","1","","","1","","Violence","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40335","Mediterranean","March 19, 2015","2015","Mar","3","0","3","84","","","","Drowning","Zarzis, Tunisa","IOM Tunisia","33.504103500000, 11.088149400000","Partially verified","Central Mediterranean","","Uncategorized"
"40333","US-Mexico Border","March 17, 2015","2015","Mar","1","","1","","","1","","Drowning","All American Canal, East of Highline Canal, Calexico CA","Imperial County Coroner's Office","32.668484200000, -115.505436600000","Partially verified","","","Uncategorized"
"40334","Mediterranean","March 17, 2015","2015","Mar","5","3","8","8","","","","Drowning","Bodrum, Turkey, en route to Kos","IOM Turkey","37.020073000000, 27.401316000000","Verified","Eastern Mediterranean","","Uncategorized"
"40860","Central America","March 17, 2015","2015","Mar","","","0","","","","","Train Accident","Tabasco state, Mexico","South China Morning Post","17.947712200000, -93.680033900000","Partially verified","","http://bit.ly/1CqQVWX","Central America"
"40861","Central America","March 17, 2015","2015","Mar","6","","6","269","","","","Train Accident","Tabasco state, Mexico","South China Morning Post","17.947712200000, -93.680033900000","Partially verified","","http://bit.ly/1CqQVWX","Central America"
"40896","US-Mexico Border","March 17, 2015","2015","Mar","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40897","US-Mexico Border","March 17, 2015","2015","Mar","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40331","North Africa","March 11, 2015","2015","Mar","4","8","12","18","","","1","Drowning","Near Tan-Tan Beach, Gran Canaria ","Departamento 19","28.102399700000, -15.415593300000","Partially verified","Western African","http://bit.ly/1iNy6UW","Northern Africa"
"40332","US-Mexico Border","March 11, 2015","2015","Mar","1","","1","","","","","Drowning","Rio Grande near Guerrero, Coahuila, Mexico","Reporte Zocalo","28.335688400000, -100.391984000000","Partially verified","","","Central America"
"40639","Middle East","March 10, 2015","2015","Mar","2","","2","","","2","","Hypothermia","Uzgaç Village, Turkey","BGN news","41.792270000000, 26.437847000000","Partially verified","","http://bit.ly/1MEQNmg","Western Asia"
"40329","Central America","March 09, 2015","2015","Mar","1","","1","","","1","","Drowning","in the Chacamax River in the municipality of Palenque, Chiapas, Mexico","SinEmbargo","17.498700000000, -91.980400000000","Partially verified","","http://bit.ly/1bgCYyL, http://bit.ly/1I1ArDt","Central America"
"40330","Horn of Africa","March 09, 2015","2015","Mar","42","","42","30","","","","Drowning","Unspecified location off the coast of Bi’r Ali in the southern Shabwah province, Yemen","The Washington Post","14.024729400000, 48.345196200000","Partially verified","","http://wapo.st/1ByPfqL","Eastern Africa"
"40328","North Africa","March 08, 2015","2015","Mar","4","","4","30","","","","Drowning","Off the coast of Tan-Tan in the Maghreb country","Ansa Med","28.438040800000, -11.098737400000","Partially verified","Western African","http://bit.ly/18CGLod","Northern Africa"
"40326","US-Mexico Border","March 06, 2015","2015","Mar","1","","1","","","1","","Drowning","Rio Grande, near Miguel Alemán, Tamaulipas, Mexico","El Manana","27.623664000000, -99.634314600000","Partially verified","","http://bit.ly/1UdMMbs","Central America"
"40327","US-Mexico Border","March 06, 2015","2015","Mar","1","","1","","","1","","Drowning","West Main Canal, Seeley, CA","Imperial County Coroner's Office","32.746705400000, -115.667260100000","Partially verified","","","Uncategorized"
"40533","Central America","March 06, 2015","2015","Mar","1","","1","","","1","","Drowning","Chacamax River, Chiapas, Mexico","La 72","17.480292000000, -91.720399000000","Partially verified","","","Central America"
"40895","US-Mexico Border","March 06, 2015","2015","Mar","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","http://bit.ly/2h1YRrz","Northern America"
"40539","North Africa","March 04, 2015","2015","Mar","","25","25","","","","","Drowning","Off the coast of Nuadibu, Mauritania","Asociación Pro Derechos Humanos de Andalucía","20.947648094934, -17.087038967578","Partially verified","Western African","http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf","Uncategorized"
"40894","Central America","March 04, 2015","2015","Mar","1","","1","","","1","","Unknown","Camelinas 2309, Chapultepec Nte., 58260 Morelia, Mich., Mexico","El norte and El Diario","19.682152000000, -101.169727000000","Partially verified","","http://bit.ly/2kGsoFD, http://bit.ly/2kGizI3","Central America"
"40325","Mediterranean","March 03, 2015","2015","Mar","10","40","50","941","","","","Drowning","Channel of Sicily ","IOM Italy","36.031300000000, 13.359400000000","Verified","Central Mediterranean","http://dailym.ai/1DAANlG, http://bit.ly/1Bp2SWy","Uncategorized"
"40677","Caribbean","March 03, 2015","2015","Mar","1","","1","","1","","","Rape, Murdered","Woods near Palo Blanco Community, DR","El Caribe","18.786226600000, -71.646850300000","Partially verified","","http://bit.ly/18ibczY, http://bit.ly/2lCIHog","Caribbean"
"40597","North Africa","March 01, 2015","2015","Mar","3","","3","","","","","Harsh conditions","Sahara Desert, between Agadez, Niger and Sabha, Libya","MHub","19.075158000000, 8.024068000000","Partially verified","","","Northern Africa"
"40659","North Africa","March 01, 2015","2015","Mar","1","","1","","","","","Murdered","Tripoli, Libya","MHub","32.849232000000, 13.164800000000","Partially verified","","","Northern Africa"
"40660","North Africa","March 01, 2015","2015","Mar","2","","2","","","","","Murdered","Tripoli, Libya","MHub","32.849232000000, 13.164800000000","Partially verified","","","Northern Africa"
"40716","North Africa","March 01, 2015","2015","Mar","2","","2","","","","","Sickness and lack of access to medicines","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"41101","North Africa","March 01, 2015","2015","Mar","2","","2","","","","","Violence","Unspecified location, Libya","MHub","26.239989000000, 12.913084000000","Partially verified","","","Northern Africa"
"40321","US-Mexico Border","February 28, 2015","2015","Feb","6","","6","","1","4","","Drowning","Rio Grande","KEPRTV","29.711067900000, -101.569380500000","Partially verified","","http://bit.ly/1IhfIel","Northern America"
"40320","East Asia","February 27, 2015","2015","Feb","0","15","15","4","","","","Drowning","Near Macau ","Jakarta Post ","22.198745000000, 113.543873000000","Partially verified","","http://bit.ly/1EU1C1c","Eastern Asia"
"40893","Central America","February 24, 2015","2015","Feb","1","","1","","","1","","Unknown","La Cuchilla sector in municipality of Concepción Chiquirichapa, Quetzaltenango, Guatemala","Prensa Libre","14.633328000000, -92.133327000000","Partially verified","","http://bit.ly/29EdzkC","Central America"
"40892","US-Mexico Border","February 23, 2015","2015","Feb","1","","1","","","1","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40890","US-Mexico Border","February 21, 2015","2015","Feb","1","","1","","1","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40891","US-Mexico Border","February 21, 2015","2015","Feb","1","","1","","1","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"40889","US-Mexico Border","February 18, 2015","2015","Feb","1","","1","","","","","Unknown","Pima County jurisdiction","Pima County Office of the Medical Examiner","31.621437300000, -111.930093400000","Verified","","","Northern America"
"41096","Europe","February 14, 2015","2015","Feb","1","","1","","","1","","Violence","Calais 'jungle', France","Calais Migrant Solidarity","50.951300000000, 1.858690000000","Partially verified","Calais to United Kingdom","http://bit.ly/1DPsGT2","Western Europe"
